volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
353030,Darwin,Shield,1813,Ecuador,South America,Galapagos Islands,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt, , , , ,Andesite, , , , ,190,190,343,2366
353040,Alcedo,Shield,1993,Ecuador,South America,Galapagos Islands,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Rhyolite,Dacite,Andesite, , ,290,290,388,10756
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,408,408,983,9884
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,220,220,314,1936
353090,Santiago,Shield,1906,Ecuador,South America,Galapagos Islands,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Andesite,Trachybasalt,Trachyandesite,Trachyte, ,74,74,104,12001
354000,Quimsachata,Lava dome,-4450,Peru,South America,Peru,-14.176,-71.351,3693,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyandesite, , , , , , , , ,5061,9561,85048,580016
354004,Andahua-Orcopampa,Pyroclastic cone,1490,Peru,South America,Peru,-15.42,-72.33,4713,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite, , , , ,Trachyte, , , , ,10317,10317,16541,171897
354005,Huambo,Volcanic field,-700,Peru,South America,Peru,-15.83,-72.13,4550,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite, , , , ,Andesite, , , , ,301,1157,7271,1028814
354006,Sabancaya,Stratovolcano,2020,Peru,South America,Peru,-15.787,-71.857,5960,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,51,526,12678,1052517
354030,Huaynaputina,Stratovolcano,1600,Peru,South America,Peru,-16.608,-70.85,4850,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , , , , , , ,36,210,9153,1088509
354040,Tutupaca,Stratovolcano,1802,Peru,South America,Peru,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Rhyolite,Trachyte, , , , , , , ,18,1125,21124,213931
354050,Yucamane,Stratovolcano,-1320,Peru,South America,Peru,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , , , , , , ,51,692,10396,467713
355011,Taapaca,Complex,-320,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , , , , , , ,3,87,1994,505369
355012,Parinacota,Stratovolcano,290,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Trachyandesite,Dacite,Rhyolite, , , , , , ,18,123,3442,63717
355070,San Pedro-San Pablo,Stratovolcano,1960,Chile,South America,"Northern Chile, Bolivia and Argentina",-21.888,-68.391,6142,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,0,156,2349,150795
355100,Lascar,Stratovolcano,2017,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,0,70,570,8119
355130,"Ojos del Salado, Nevados",Stratovolcano,750,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Rhyolite, , , , , , , ,0,11,572,10774
355210,"Blanco, Cerro",Caldera,-2300,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765,4670,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , ,39,39,65,14279
357010,Tupungatito,Stratovolcano,1987,Chile-Argentina,South America,Central Chile and Argentina,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,612,923,6161,6169105
357020,San Jose,Stratovolcano,1960,Chile-Argentina,South America,Central Chile and Argentina,-33.789,-69.895,6070,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,194,616,15963,6615248
357021,Maipo,Caldera,1912,Chile-Argentina,South America,Central Chile and Argentina,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite,Dacite,Trachyte,Andesite,Rhyolite, , , , , ,3916,3916,8221,1684481
357030,Tinguiririca,Stratovolcano,1917,Chile,South America,Central Chile and Argentina,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,10,47,1883,881383
357040,Planchon-Peteroa,Stratovolcano,2019,Chile,South America,Central Chile and Argentina,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Basalt, , , , ,6,48,1345,634959
357041,Infiernillo,Volcanic field,-6890,Argentina,South America,Central Chile and Argentina,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite, , , , , , , , , ,270,270,1374,40368
357050,Descabezado Grande,Stratovolcano,1933,Chile,South America,Central Chile and Argentina,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,39,142,3454,704116
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite, , , ,Basalt, , , , ,9,158,3832,720948
357061,"Maule, Laguna del",Caldera,-50,Chile,South America,Central Chile and Argentina,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Rhyolite,Basalt,Dacite, , , , , , ,1045,1045,1521,169334
357066,Payun Matru,Shield,-5050,Argentina,South America,Central Chile and Argentina,-36.422,-69.241,3715,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt,Basalt,Trachyte,Trachyandesite,Andesite, , , , , ,0,0,151,13636
357070,"Chillan, Nevados de",Stratovolcano,2020,Chile,South America,Central Chile and Argentina,-36.868,-71.378,3180,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Rhyolite, , , , , , , ,68,371,3733,512325
357072,Tromen,Stratovolcano,1822,Argentina,South America,Central Chile and Argentina,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt,Rhyolite, , , , , , ,12,196,2928,47403
357080,Antuco,Stratovolcano,1869,Chile,South America,Central Chile and Argentina,-37.406,-71.349,2979,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,117,474,3872,381623
357090,Copahue,Stratovolcano,2019,Chile-Argentina,South America,Central Chile and Argentina,-37.856,-71.183,2953,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Andesite,Trachyte,Rhyolite, , , , , , ,88,555,3042,138414
357091,Callaqui,Stratovolcano,1980,Chile,South America,Central Chile and Argentina,-37.92,-71.45,3164,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , ,Dacite, , , , ,56,294,4354,400426
357093,Tolhuaca,Stratovolcano,-4000,Chile,South America,Central Chile and Argentina,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite,Basalt, , , , , , , , ,82,494,13873,567185
357100,Lonquimay,Stratovolcano,1990,Chile,South America,Central Chile and Argentina,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,96,540,13635,504320
357110,Llaima,Stratovolcano,2009,Chile,South America,Central Chile and Argentina,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , ,Dacite, , , , ,86,811,18568,630458
357111,Sollipulli,Caldera,1240,Chile,South America,Central Chile and Argentina,-38.97,-71.52,2282,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite,Basalt, , , , , , , ,2971,2971,8904,510741
357112,Caburgua-Huelemolle,Pyroclastic cone,-5050,Chile,South America,Central Chile and Argentina,-39.25,-71.75,1652,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,5951,5951,17774,521553
357120,Villarrica,Stratovolcano,2020,Chile,South America,Central Chile and Argentina,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite,Rhyolite, , , , , , , ,477,1067,35118,667788
357121,Quetrupillan,Stratovolcano,255,Chile,South America,Central Chile and Argentina,-39.496,-71.722,2360,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , ,Basalt,Rhyolite, , , ,129,518,11191,269087
357122,Lanin,Stratovolcano,560,Chile-Argentina,South America,Central Chile and Argentina,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite,Trachyte,Basalt, , ,Trachybasalt, , , , ,13,352,3007,202987
357123,Huanquihue Group,Stratovolcano,1750,Argentina,South America,Central Chile and Argentina,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , , , , , , ,22,108,3515,190322
357130,Mocho-Choshuenco,Stratovolcano,1937,Chile,South America,Central Chile and Argentina,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,81,789,16633,401631
357140,Carran-Los Venados,Pyroclastic cone,1979,Chile,South America,Central Chile and Argentina,-40.35,-72.07,1114,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,4840,4840,9001,452820
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,South America,Central Chile and Argentina,-40.59,-72.117,2236,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt,Rhyolite, , , , , , ,129,783,7163,515357
357153,Antillanca Volcanic Complex,Stratovolcano,-230,Chile,South America,Central Chile and Argentina,-40.783,-72.15,1979,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , , , , , , ,87,521,5986,530586
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,South America,Central Chile and Argentina,-40.969,-72.264,2493,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,30,284,5666,698814
358010,Osorno,Stratovolcano,1869,Chile,South America,Southern Chile and Argentina,-41.105,-72.496,2659,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , ,Dacite, , , , ,88,674,11964,655492
358012,Cayutue-La Vigueria,Pyroclastic cone,-190,Chile,South America,Southern Chile and Argentina,-41.25,-72.27,506,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,1737,1737,5482,451311
358020,Calbuco,Stratovolcano,2015,Chile,South America,Southern Chile and Argentina,-41.33,-72.618,1974,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , , , , , , ,70,871,32265,575233
358024,Apagado,Pyroclastic cone,-590,Chile,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,5,44,4474,354002
358030,Huequi,Lava dome,1920,Chile,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,0,7,1076,107960
358040,Michinmahuida,Stratovolcano,1835,Chile,South America,Southern Chile and Argentina,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Rhyolite, , , , , , , ,0,9,7989,64498
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Trachyandesite,Trachyte,Trachybasalt,Andesite, , , , , ,0,12,28,81642
358062,Aguilera,Stratovolcano,-1250,Chile,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,0,0,103,5698
358063,Reclus,Pyroclastic cone,1908,Chile,South America,Southern Chile and Argentina,-50.964,-73.585,1000,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , , , , , , ,0,1,420,12382
358080,Pali-Aike Volcanic Field,Pyroclastic cone,-5550,Chile-Argentina,South America,Southern Chile and Argentina,-52.082,-69.698,282,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt, , , , , , , , ,288,288,651,95765
360010,Saba,Stratovolcano,1640,Netherlands,West Indies,West Indies,17.63,-63.23,887,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt, , , ,Dacite, , , , ,1718,1718,1752,136185
360020,"Quill, The",Stratovolcano,250,Netherlands,West Indies,West Indies,17.478,-62.96,601,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite, , , , ,Rhyolite,Dacite,Basalt, , ,2195,2195,8361,134936
360030,Liamuiga,Stratovolcano,160,Saint Kitts and Nevis,West Indies,West Indies,17.37,-62.8,1156,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite,Basalt, , , , , , , , ,2009,7285,35138,141136
360050,Soufriere Hills,Stratovolcano,2013,United Kingdom,West Indies,West Indies,16.72,-62.18,915,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,3006,9401,9458,448929
360060,Soufriere Guadeloupe,Stratovolcano,1977,France,West Indies,West Indies,16.044,-61.664,1467,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Dacite, , , ,Basalt,Rhyolite, , , ,8839,71345,256899,482449
360100,"Trois Pitons, Morne",Complex,920,Dominica,West Indies,West Indies,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite, , , , , , , , , ,2493,29522,62348,687847
360101,"Watt, Morne",Stratovolcano,1997,Dominica,West Indies,West Indies,15.307,-61.305,1224,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,1818,35821,63178,545352
360110,"Plat Pays, Morne",Stratovolcano,1270,Dominica,West Indies,West Indies,15.255,-61.341,940,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite,Andesite, , , , , , , , ,11227,38372,57856,557207
360120,Pelee,Stratovolcano,1932,France,West Indies,West Indies,14.809,-61.165,1394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite, , , , ,Dacite,Basalt, , , ,251,5025,382633,609576
360140,Qualibou,Caldera,1766,Saint Lucia,West Indies,West Indies,13.83,-61.05,777,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Dacite, , , ,Basalt, , , , ,87921,87921,172439,690495
360150,Soufriere St. Vincent,Stratovolcano,1979,Saint Vincent and the Grenadines,West Indies,West Indies,13.33,-61.18,1220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,1491,15327,103882,291476
360160,Kick 'em Jenny,Submarine,2017,Grenada,West Indies,West Indies,12.3,-61.64,-185,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Andesite,Dacite, , , ,0,4687,72786,104256
370030,Ljosufjoll,Fissure vent,960,Iceland,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Rhyolite,Trachyte,Trachyandesite,Trachybasalt, , , , , ,713,713,1511,192797
371020,Reykjanes,Crater rows,1831,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.85,-22.566,140,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,13995,13995,15542,192922
371030,Krysuvik,Crater rows,1340,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,29070,29070,164484,195915
371040,Brennisteinsfjoll,Crater rows,1341,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,33526,33526,163469,203012
371050,Hengill,Crater rows,150,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Andesite,Rhyolite, , , , , , , ,5722,5722,124106,204855
371060,Grimsnes,Crater rows,-3500,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt, , , , , , , , , ,6253,6253,11236,197798
371070,Prestahnukur,Subglacial,-3350,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.583,-20.666,1385,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Rhyolite, , , , , , , , ,60,60,233,183485
371080,Langjokull,Subglacial,950,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Rhyolite, , , , , , , , ,0,0,5,11973
372010,Vestmannaeyjar,Submarine,1973,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.416,-20.266,283,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Trachybasalt,Trachyandesite, , , ,1685,1685,2188,17538
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachyandesite,Trachybasalt,Trachyte, , , , , , ,0,4,786,18516
372030,Katla,Subglacial,1918,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Rhyolite,Dacite, , ,Andesite, , , , ,0,0,473,11326
372050,Torfajokull,Stratovolcano,1477,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite,Basalt,Andesite,Dacite, ,Trachyandesite, , , , ,0,0,7,16304
372070,Hekla,Stratovolcano,2000,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt,Rhyolite,Dacite, , , , , , ,0,0,298,22845
373010,Grimsvotn,Caldera,2011,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,1736
373030,Bardarbunga,Stratovolcano,2015,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Rhyolite, , , , , , , , ,0,0,0,1348
373050,Kverkfjoll,Stratovolcano,1968,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Rhyolite, , , , , , , , ,0,0,0,2901
373060,Askja,Stratovolcano,1961,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Rhyolite, , , , ,0,0,0,13028
373070,Fremrinamar,Stratovolcano,-1200,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Rhyolite, , , , , , , , ,0,0,476,19143
373080,Krafla,Caldera,1984,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Rhyolite,Andesite,Dacite, , , , , , ,384,384,1258,25667
373090,Theistareykir,Shield,-900,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.833,-17.166,540,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt, , , , , , , , , ,0,36,3711,25779
373100,Tjornes Fracture Zone,Submarine,1868,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),66.309,-17.118,-75,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,807,22407
374010,Oraefajokull,Stratovolcano,1728,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.05,-16.633,2010,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Rhyolite, , , ,Trachyte, , , , ,0,2,367,2723
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt,Trachyte, , , , , , , ,0,0,0,0
382001,Flores,Stratovolcano,-950,Portugal,Atlantic Ocean,Azores,39.462,-31.216,914,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt,Trachyandesite,Trachyte, ,Phonotephrite, , , , ,1054,4560,5825,5865
382010,Fayal,Stratovolcano,1958,Portugal,Atlantic Ocean,Azores,38.6,-28.73,1043,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt,Trachybasalt,Trachyte,Trachyandesite, , , , , ,1514,13757,24414,50663
382020,Pico,Stratovolcano,1720,Portugal,Atlantic Ocean,Azores,38.47,-28.4,2351,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , ,Trachyandesite, , , , ,304,5944,31521,56736
382040,Graciosa,Stratovolcano,-1950,Portugal,Atlantic Ocean,Azores,39.02,-27.97,402,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Andesite,Trachyte, , , , , , , ,2500,5941,6153,96656
382050,Terceira,Stratovolcano,2000,Portugal,Atlantic Ocean,Azores,38.73,-27.32,1023,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachyte,Trachybasalt, , ,Trachyandesite,Rhyolite, , , ,2928,12299,55425,81512
382080,Sete Cidades,Stratovolcano,1880,Portugal,Atlantic Ocean,Azores,37.87,-25.78,856,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte,Trachybasalt,Basalt,Trachyandesite, , , , , , ,3515,10365,102848,127154
382081,Picos Volcanic System,Pyroclastic cone,1652,Portugal,Atlantic Ocean,Azores,37.78,-25.67,350,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt, , , , ,Trachyte, , , , ,115732,115732,123990,139730
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte,Trachybasalt,Basalt,Trachyandesite, , , , , , ,406,17272,113131,119653
382100,Furnas,Stratovolcano,1630,Portugal,Atlantic Ocean,Azores,37.77,-25.32,805,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte,Basalt,Trachybasalt,Trachyandesite, , , , , , ,1333,7310,87865,153182
382120,Madeira,Shield,-4500,Portugal,Atlantic Ocean,Azores,32.73,-16.97,1862,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt,Trachybasalt,Trachyandesite, , ,Trachyte,Andesite, , , ,209816,209816,215730,220977
383010,La Palma,Stratovolcano,1971,Spain,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt,Phonotephrite,Phonolite,Basalt,Trachyte, , , , , ,442,18506,55922,85416
383020,Hierro,Shield,2012,Spain,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt,Basalt,Trachyandesite, , ,Trachyte,Foidite, , , ,20321,20321,20321,43696
383030,Tenerife,Stratovolcano,1909,Spain,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Phonolite,Trachybasalt,Phonotephrite,Trachyte,Trachyandesite, , , , , ,0,156,337660,766276
383040,Gran Canaria,Fissure vent,40,Spain,Atlantic Ocean,Canary Islands,28,-15.58,1950,Intraplate / Intermediate crust (15-25 km),Eruption Dated,Trachybasalt,Phonotephrite,Phonolite,Trachyte,Basalt, , , , , ,1101,8049,697199,1119998
383060,Lanzarote,Fissure vent,1824,Spain,Atlantic Ocean,Canary Islands,29.03,-13.63,670,Intraplate / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachybasalt,Trachyandesite, , ,Trachyte, , , , ,19033,80515,164123,225373
384010,Fogo,Stratovolcano,2015,Cape Verde,Atlantic Ocean,Cape Verde Islands,14.95,-24.35,2829,Intraplate / Intermediate crust (15-25 km),Eruption Observed,Foidite,Trachybasalt,Phonolite, , , , , , , ,189,13254,37650,267298
385050,Ascension,Stratovolcano,1508,United Kingdom,Atlantic Ocean,Atlantic Ocean (central),-7.95,-14.37,858,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Trachybasalt,Trachyandesite,Trachyte,Rhyolite, , , , , ,614,1149,1149,1149
386010,Tristan da Cunha,Shield,1962,United Kingdom,Atlantic Ocean,Atlantic Ocean (southern),-37.092,-12.28,2060,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt,Basalt,Trachyandesite,Trachyte, ,Phonolite, , , , ,12,12,12,32
386020,Bouvet,Shield,-50,Norway,Atlantic Ocean,Atlantic Ocean (southern),-54.408,3.351,741,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Trachyte,Rhyolite,Trachyandesite, ,Trachybasalt, , , , ,0,0,0,0
390010,Buckle Island,Stratovolcano,1899,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-66.78,163.25,1239,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt, , , , , , , , , ,0,0,0,0
390013,"Pleiades, The",Stratovolcano,-1050,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-72.67,165.5,3040,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyandesite,Trachyte,Phonotephrite, , ,Trachybasalt,Phonolite, , , ,0,0,0,0
390015,Melbourne,Stratovolcano,1892,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.35,164.7,2732,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte,Trachyandesite,Basalt,Trachybasalt, ,Rhyolite, , , , ,0,0,0,0
390020,Erebus,Stratovolcano,2020,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-77.53,167.17,3794,Intraplate / Continental crust (>25 km),Eruption Observed,Phonolite,Phonotephrite,Trachybasalt, , ,Trachyte,Trachyandesite, , , ,0,0,0,0
390022,Berlin,Shield,-8350,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.05,-136,3478,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte,Phonolite,Trachyandesite,Trachybasalt, , , , , , ,0,0,0,0
390027,Takahe,Shield,-5550,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.28,-112.08,3460,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte,Trachybasalt, , , , , , , , ,0,0,0,0
